date,close
2025-06-26,156.35316141594294
2025-06-27,151.5173236928561
2025-06-30,155.4184168202391
2025-07-01,155.95698235539587
2025-07-02,155.7775231738799
2025-07-03,154.55096424573298
2025-07-04,155.52263260508286
2025-07-07,155.48149367488807
2025-07-08,158.1012834918442
2025-07-09,158.41960694484766
2025-07-10,158.82429401653974
2025-07-11,158.00568451123485
2025-07-14,157.9181202327487
2025-07-15,158.69460782003478
2025-07-16,154.67129866669782
2025-07-17,151.58981620508882
2025-07-18,153.32536216102153
2025-07-21,153.76432984739637
2025-07-22,153.38610803009024
2025-07-23,153.4745365012281
2025-07-24,154.32075297907878
2025-07-25,153.11760740057622
2025-07-28,151.37596032206392
2025-07-29,151.86606706363452
2025-07-30,149.68290249587582
2025-07-31,150.6444342280338
2025-08-01,146.84235640150717
2025-08-04,149.1532636917595
2025-08-05,150.2553515245832
2025-08-06,150.87747569599173
2025-08-07,153.14672796440422
2025-08-08,157.01860140796018
2025-08-11,159.4548315221713
2025-08-12,155.09962361547056
2025-08-13,152.1692249136392
2025-08-14,150.7887033009194
2025-08-15,150.89295344634542
2025-08-18,152.10988780953025
2025-08-19,150.4996286259146
2025-08-20,150.96640344490436
2025-08-21,149.30113169812213
2025-08-22,147.97641753702786
2025-08-25,144.8985204152844
2025-08-26,142.93536300101394
2025-08-27,140.08019066341444
2025-08-28,138.07170705050763
2025-08-29,140.2953003847839
2025-09-01,138.33944594049447
2025-09-02,143.8433819195761
2025-09-03,144.9509426625146
2025-09-04,145.39631050082824
2025-09-05,143.56789857905804
2025-09-08,145.1190992147453
2025-09-09,143.90959430224632
2025-09-10,144.2161429244346
2025-09-11,149.79749053235605
2025-09-12,149.6265868007226
2025-09-15,152.2509024534614
2025-09-16,150.6906890445562
2025-09-17,150.65680965514534
2025-09-18,154.70375431254413
2025-09-19,153.29525307378702
2025-09-22,157.50883805542958
2025-09-23,159.2282484816223
2025-09-24,157.93260796284557
2025-09-25,159.4781547981083
2025-09-26,161.85251608055518
2025-09-29,163.41069443901148
2025-09-30,159.61084496880417
2025-10-01,157.91784353667026
2025-10-02,157.37890475230978
2025-10-03,157.2504046505046
2025-10-06,158.7615938493266
2025-10-07,159.23240373953317
2025-10-08,156.0907220797935
2025-10-09,157.02772965286803
2025-10-10,158.51302137186875
2025-10-13,159.89158640683024
2025-10-14,162.53167005425507
2025-10-15,164.6135109623825
2025-10-16,165.79670369075785
2025-10-17,165.67194404678568
2025-10-20,161.59402622737935
2025-10-21,162.6838605018016
2025-10-22,163.23947718084793
2025-10-23,163.95343483495952
2025-10-24,160.8627111490143
2025-10-27,158.3024446724273
2025-10-28,160.85068547527413
2025-10-29,160.80350357673788
2025-10-30,162.4955601252235
2025-10-31,162.6133329491284
2025-11-03,162.73469812429965
2025-11-04,165.0738885125433
2025-11-05,163.84562803009845
2025-11-06,164.13101625447706
2025-11-07,163.04214986548604
2025-11-10,162.02844452501057
2025-11-11,161.3256328845263
2025-11-12,161.9115686437992
2025-11-13,160.7974180095985
2025-11-14,163.87449237463076
2025-11-17,161.72460495945526
2025-11-18,161.3197961984913
2025-11-19,160.3041322668068
2025-11-20,163.8315715188956
2025-11-21,164.36374915923278
2025-11-24,166.9570258398288
2025-11-25,163.28674182376434
2025-11-26,163.9898143635659
2025-11-27,166.22736714327098
2025-11-28,166.48240311684347
2025-12-01,169.19310383749928
2025-12-02,167.93103719187394
2025-12-03,171.53151416394266
2025-12-04,177.49797575898768
2025-12-05,176.5851785016352
2025-12-08,175.45811692121842
2025-12-09,179.33587590905879
2025-12-10,183.63878598657405
2025-12-11,182.25361691296
2025-12-12,181.15958449011094
2025-12-15,180.4482126256048
2025-12-16,176.86329171419675
2025-12-17,174.47921359378827
2025-12-18,171.90353198806093
2025-12-19,169.97529634825887
2025-12-22,169.93785532697774
2025-12-23,170.58586592357437
2025-12-24,174.60444372107574
2025-12-25,172.04206927539377
2025-12-26,174.63385483019687
2025-12-29,174.12569953527955
2025-12-30,174.04874369946754
2025-12-31,175.86273059511004
2026-01-01,172.95381500812044
2026-01-02,173.99778952010516
2026-01-05,174.48442360130838
2026-01-06,175.82564505267177
2026-01-07,176.64104169634905
2026-01-08,183.19963562472375
2026-01-09,181.50208952433883
2026-01-12,180.11088429823775
2026-01-13,178.48140169468073
2026-01-14,177.04781109263345
2026-01-15,175.40820550033763
2026-01-16,178.58927680246492
2026-01-19,182.44815598065574
2026-01-20,180.94091629503913
2026-01-21,178.73609086871622
2026-01-22,180.05359630182494
2026-01-23,178.6161662044625
2026-01-26,180.3655288756685
2026-01-27,180.96864330398458
